source_code,target_code,target_display
4206027,55198006,Bronchoscopy with biopsy
4173269,49833001,"Potassium measurement, urine"
4304341,103713001,Replacement of catheter
4107735,180290000,Change of plaster cast
4304343,103719002,Replacement of stent
4042201,230187000,Granulomatous amebic encephalitis
4238808,58554001,Empyema of pleura
4238810,58561002,Diastrophic dysplasia
44805597,764891000000105,Low risk of malnutrition
44805598,764901000000106,Medium risk of malnutrition
44805599,764911000000108,High risk of malnutrition
4042216,22924007,Cannabis
4304362,103699006,Referral to dietitian
4074991,178157001,Repair of quadriceps tendon
4337138,88039007,Transplant of lung
4042226,167182002,Creatinine clearance-glomerular filtration within reference range
4304377,81531005,Type 2 diabetes mellitus in obese
4042234,167222005,Abnormal urinalysis
4009467,111960003,Barefoot walking
40480249,444635008,Administration of Digitalis
40480252,444638005,Screening for malignant neoplasm of skin
4173307,4249000,Poor peripheral circulation
4140539,33148003,Arthrography
437763,78458000,Injury of hypoglossal nerve
4042244,167290008,Urine ketone test = ++
4107785,282584005,Does skip
4107788,282614008,Able to shuffle
4140559,264867001,Nephrotic range proteinuria
4009488,11114002,Sore gums
372241,792004,Creutzfeldt-Jakob disease
4238865,69257001,Open reduction of fracture of fibula
4107795,282884000,Does stand from sitting
40480275,444659003,Blister of foot
437779,85769006,Streptococcal infectious disease
437784,271558008,Infectious mononucleosis
437797,750009,Schistosoma mansoni infection
4140593,427064004,Continuous pulse oximetry
44805681,765601000000101,Problem solving
4238897,91400004,Bisection
4140598,427084000,ECG: sinus tachycardia
4206138,309519009,Left ventricular thrombus
4173372,294970008,Allergy to 3-hydroxy-3-methylglutaryl-coenzyme A reductase inhibitor
4206141,309530007,Hilar mass
4206142,309539008,Numbness of toe
42872382,1011000119104,Vaginal pessary in situ
4107842,282915006,Does sit down
437827,267432004,Pure hypercholesterolemia
4075076,223452003,Reminding
42872389,1101000119103,Obstructive sleep apnea of adult
4173380,295000003,Allergy to furosemide
4107847,282925001,Able to lie down
4107844,282919000,Able to sit up
437833,43339004,Hypokalemia
42872394,141000119100,Daytime somnolence
42872387,1081000119105,"Opioid dependence, on agonist therapy"
4107852,282976003,Unable to bend
4075082,223484005,Discussion about treatment
4107854,282992008,Does turn head
437839,14077003,Pica
437840,58349009,Exhibitionism
42872401,1611000119108,Mild dehydration
4271696,64121000,Peptic ulcer with hemorrhage
4107851,282969008,Difficulty sitting
765524,440321000124101,Inadequate oral intake
4271702,64143008,Lip ulcer
42872407,1771000119109,Arthritis of wrist
4206168,55284006,Chemical method
4140634,306689006,Discharge to home
4304476,103715008,Removal of catheter
4304477,103718005,Removal of stent
4107869,284660006,Breaking windows
437854,193042000,Cataplexy and narcolepsy
44805728,755581000000101,Mild wheeze
44805729,755591000000104,Moderate wheeze
4304482,106763003,Class Insecta
4304483,107280007,Suborder Serpentes
4304484,109993000,Chronic myeloproliferative disorder (clinical)
4206179,55345004,Semliki Forest virus
4271715,64205004,Subcutaneous crepitus
42872418,341000119102,Tattoo of skin
4140643,305633005,Seen by Accident and Emergency doctor
44805730,755601000000105,Severe wheeze
372328,65363002,Otitis media
4140650,305671002,Seen by endocrinologist
4042353,22927000,Suspicious behavior
42872434,450425005,Intracranial hematoma
4009585,102866000,Abnormal urine
4107893,30088009,Blood culture
4206198,324334008,Vancomycin (as vancomycin hydrochloride) 125 mg oral capsule
437881,94146005,Malignant otitis externa
44805754,818521000000101,Tissue viability assessment
4173434,50015006,Closure by staple
42872445,450436003,Positron emission tomography with computed tomography
42872447,450438002,Single photon emission computed tomography with computed tomography
4206210,324431001,Trimethoprim 200 mg oral tablet
4238978,57339008,Chronic lobular hepatitis
437894,71908006,Ventricular fibrillation
4173446,423168004,Cardiac arrest due to respiratory disorder
437896,62305002,Disorder of language
4271753,36467003,Alpha plus thalassemia
4075151,17818006,Leri-Weill dyschondrosteosis
4009615,208582001,"Closed fracture distal femur, comminuted/intra-articular"
4042386,167425009,Urine electrolytes within reference range
4140691,33522002,Serratia marcescens
4042389,167450007,Urine protein within reference range
4009622,11127003,"Esophagogastrostomy, antesternal or antethoracic"
4140694,33533004,Removal of nephrostomy tube
4304536,81516001,Partial nephrectomy
4009624,111286002,Acute bacterial endocarditis
42872475,450466005,Fiberoptic endoscopic dilation of esophagus
4009635,111367007,Pelvic abscess
42872484,450475007,For cardiopulmonary resuscitation
42872485,450476008,Not for cardiopulmonary resuscitation
4173479,424228003,Infection control status
4042409,16632002,Hemopneumothorax
4042414,16644004,Radial neuropathy
4009650,111489007,Breathing-related sleep disorder
4304563,419642000,Carotid bruit
4042421,166478001,Cortisol level within reference range
4009656,111499002,Déjérine-Sottas disease
372409,23056005,Sciatica
4239038,68052005,Pulmonary aspiration
4140740,427247008,Hearing assessment
4304584,419728003,Portal cirrhosis
4173515,275176004,MUA - Manipulation under anesthetic of fractured nasal bones
4304588,419748005,Unpleasant dream
4239051,68095009,Wheezing stridor
4075214,224982006,Transference
42872524,450515002,Endoscopic destruction of lesion of uterus
4239053,68097001,Increased calorie diet
4075219,224997009,Height increased
372435,230769007,Periventricular leukomalacia
4173525,295124009,Acetaminophen overdose
4239067,91580003,Mural thickening of intestine causing obstruction
437979,25273001,Enlargement of tongue
372448,419045004,Loss of consciousness
4075233,225041002,Talks about the past
4140769,305683000,Seen by nephrologist
4206307,55442000,Paroxysmal nocturnal dyspnea
4239076,91620006,Achromobacter
40480486,441769002,Cardiac defibrillator in situ
4009705,102891000,Age-related cognitive decline
437993,269062008,Closed fracture of cervical spine
4009706,102894008,Feeling calm
4206319,55501000,CT of kidneys
4009711,102908001,Nose-picking
4009713,102911000,Thoughts of self harm
42872565,450556004,Endoscopic ultrasonography
4108024,284786005,Able to wash self
4337400,87379005,Newt
4108026,284788006,Does wash self
40480506,441787004,Hypertrophy of gingiva
4206332,55533009,Forgetful
4108027,284794003,Does shower self
4108030,284811004,Does sit in bath
4108032,284818005,Does stand in bath
40480516,441796004,Orbital edema
4108039,284842009,Does clean own teeth
40480519,441799006,Intensity modulated radiation therapy
4042505,118953000,Bone finding
4140807,33554006,Pollachius virens
438028,7895008,Poisoning by drug AND/OR medicinal substance
40480524,441802002,Imaging of liver
4108050,284888003,Able to shave
4108051,284891003,Does not shave
42872597,450588007,Curettage of lesion of skin of head
4239130,57485005,Oxygen therapy
4075290,178263003,Biopsy of muscle
4075293,178274007,Incision of muscle
44805919,789641000000103,Hospital at home patient
4075296,178283002,Block dissection of cervical lymph nodes
44805922,789781000000103,Difficult to rouse
4075299,178292004,Sampling of lymph node
44805925,789811000000100,Receiving attendance allowance
40546087,366979004,Depressed mood
4075303,178309004,Excision or biopsy of inguinal lymph node
44805931,789881000000107,Receiving state pension
4009772,1115001,Decortication
4304685,81756001,Horizontal nystagmus
42872621,450612006,Genus Parechovirus
4337455,232289002,Multisensory dizziness
438064,63398001,Bacterial infection due to Pseudomonas
4304688,81762006,Double valve replacement
438066,105629000,Chlamydial infection
438067,61462000,Malaria
438068,53648006,Disease due to Enterovirus
4239155,57591009,Diaphragmatic breathing
4140852,265204005,Partial synovectomy of joint
4140847,3320000,Autotransfusion
42872632,450623005,Biopsy of lesion of skin
42872635,450626002,Biopsy of lesion of joint
438077,70572005,Invasive candidiasis
77630,118944007,Disorder of shoulder
44805951,799051000000106,Primary suture of skin of head
4042561,166627004,Serum alkaline phosphatase above reference range
372547,34476008,Viral encephalitis
4042563,166643006,Liver enzymes outside reference range
4239176,68116008,Dentatorubropallidoluysian degeneration
77644,399114005,Adhesive capsulitis of shoulder
4042575,166716007,Serum creatinine within reference range
4140881,265377002,Symptomatic parkinsonism
4075345,225079007,Insertion of suppository
4173654,275249009,Correction of scoliosis
42872667,450658007,Diagnostic extraction of bone marrow
4173660,275274007,Prosthetic infection
4173661,275277000,Post-traumatic amnesia
4075357,225136007,Skin preparation
4304733,419268000,6/3
438112,55342001,Neoplastic disease
4075359,225147000,Soaking skin
4173666,275299008,Belching symptom
42872674,450665004,Excision of lesion of skin of head
4337506,87386002,Peau d'orange surface of breast
77670,29857009,Chest pain
40480615,443265004,Cognitive disorder
438120,75544000,Opioid dependence
4304743,419311004,Magnetic resonance angiography of renal artery
42872680,450671005,Debridement of soft tissue
4140910,425802001,Bilateral pleural effusion
40480629,444693004,Pectus deformity of chest
438134,77692006,Hypersomnia
4206459,55605003,Measurement of platelet antibody
4206460,55607006,Problem
372604,60342002,Movement disorder
372605,5262007,Spinal muscular atrophy
40480640,444702007,Irregular bowel habits
4239233,91273001,Lactic acidosis
4108163,250977008,Aortic valve appearance
4239236,91308007,"Blood gases, arterial measurement"
4108164,250978003,Aortic valve calcification
4108166,250988002,Paraprosthetic mitral regurgitation
4206472,55644006,Thumb sucking
4108170,251002009,Mitral valve annular calcification
4009868,102459008,Increased tolerance
4173712,50216001,Replacement of mitral valve with tissue graft
4108178,284907009,Able to use toilet
4108179,284909007,Does use toilet
4108180,284915007,Does use commode
4009878,102496004,Spiking fever
438168,65340007,Aneurysm of heart
4173722,50239007,Wandering
4140955,305931005,Referral by GP
4042652,118728006,Procedure on bone marrow
4108189,284946006,Does stand at toilet
4304798,386557006,Glasgow coma scale finding
4009887,102538003,Recumbent body position
4272032,63476009,Prostate specific antigen measurement
4009890,102556003,Pain in upper limb
4108195,284976004,Does not dress
4140969,33252009,Beta adrenergic receptor antagonist-containing product
4108208,285011008,Does adjust clothing
4042673,118797008,Procedure on heart
4140981,33300005,Feeling powerless
4042677,118805000,Procedure on artery
4108215,194821006,Coronary thrombosis not resulting in myocardial infarction
4304824,118034007,Helicobacter pylori antigen assay
438208,248861000,Atrophic vulva
4108234,195002007,Multiple valve disease
37203917,785308008,Acquired hemophilia
4173779,423846006,Medication dosage tapering
4108244,195112003,Compensated cardiac failure
4108245,195114002,Acute left ventricular failure
4141013,265473002,Plastic repair of aortic valve
44806103,810591000000100,Pescetarian
44806100,810511000000109,Episodic dry cough
40480729,444783004,Screening colonoscopy
4108257,18104000,"Metabolic acidosis, NAG, acidifying salts"
4304866,81548002,Elevated mood
4206562,309370004,Consent status
4141028,425878001,Cervical disc disorder
438242,397932003,Talipes equinovarus
4042727,166921001,Blood glucose within reference range
37203944,785810000,Synucleinopathy
37203945,785812008,Targeted muscle reinnervation
4173802,275403002,Villous atrophy
4042728,166922008,Blood glucose outside reference range
42872816,450809006,Brushing of teeth
4206579,309465005,Varicella-zoster virus infection
4042746,167018008,Blood gas measurement
4173819,275514001,Impaired left ventricular function
4173821,1285004,Third heart sound
4206590,309521004,Numbness of hand
42872831,450824002,Laparoscopic sacrocolpopexy
4108287,251054004,Myocardial perfusion defect
4206593,309537005,Numbness of lower limb
4206594,309538000,Numbness of foot
42872834,450827009,Induction chemotherapy
4206596,309557009,Numbness of face
4239367,69334009,Ambrosia
4206601,309576006,Lump on thigh
4042762,167181009,Measurement of renal clearance of creatinine
42872846,450841000,Intermittent urinary incontinence
42872852,450847001,Responds to pain
4304917,386619000,Low sodium diet
4010007,102558002,Edema of the upper extremity
4304919,38663004,Decompression of peripheral nerve
4010011,102573001,Edema of thigh
4108316,284181007,Incision and drainage of abscess
4108315,284164003,Does move head
4010012,102575008,Edema of knee
4010015,102586005,Absent second heart sound S-2
4010016,102588006,Chest wall pain
4010017,102589003,Atypical chest pain
4206625,56027003,Thromboelastography
4304931,386667005,"Pupils equal, react to light and accommodation"
4010020,102598000,Clammy skin
4272162,63532004,Diverticula of intestine
4010022,102610002,Inadequate food diet
4010024,102613000,Localized abdominal pain
4010025,102616008,Painful mouth
4010026,102618009,Pharyngeal dryness
42872875,450870009,Human rhinovirus C
4108329,284258001,Unable to grip
4108330,284262007,Difficulty gripping
4304943,386718000,Endoscopic retrograde cholangiopancreatography
42872891,450886002,Posterior reversible encephalopathy syndrome
4206651,327104000,Mycophenolate mofetil 250 mg oral capsule
4108350,195126007,Atrial hypertrophy
4108352,195147006,Atrial thrombosis
4141121,33633005,Prescription of drug
438343,62676009,Falciparum malaria
4141128,33653009,Absence of sensation
4141129,3368006,Dull chest pain
37204039,787140002,Marginal excision
40480849,441806004,Abscess of brain
4173906,49151003,Clotting factor II assay
372828,87513003,Herpes zoster ophthalmicus
